Video ID,Metrics Date,Views,Watch Time Minutes,Subscriber Net Change,Comments,Likes,Shares,Thumbnail Impressions,Video level thumbnail impressions CTR (percentage)
vid_0101,13/03/2026,3,1.12,0,0,0,0,10,0.1
vid_0101,15/03/2026,3,3.56,0,0,0,0,30,0.033333
vid_0101,16/03/2026,1,0,0,0,0,0,23,0
vid_0101,18/03/2026,4,5.69,0,0,0,0,19,0.052632
vid_0101,20/03/2026,2,2.77,0,0,0,0,9,0.111111
vid_0101,21/03/2026,4,2.21,0,0,0,0,21,0
vid_0101,22/03/2026,1,0.07,0,0,0,0,26,0
vid_0101,25/03/2026,2,0.25,0,0,0,0,11,0
vid_0101,26/03/2026,2,0.35,0,0,0,0,23,0.086957
vid_0101,27/03/2026,4,0.17,0,0,0,0,15,0
vid_0101,28/03/2026,3,0.06,0,0,0,0,13,0
vid_0101,29/03/2026,4,0.39,0,0,0,0,14,0
vid_0101,30/03/2026,2,0.07,0,0,0,0,13,0
vid_0102,01/01/2026,2,23.78,0,0,0,0,116,0
vid_0102,02/01/2026,4,1.7,0,0,0,0,126,0.007937
vid_0102,03/01/2026,6,56.54,0,0,0,0,146,0
vid_0102,04/01/2026,6,44.35,0,0,0,0,138,0.021739
vid_0102,05/01/2026,1,21.61,0,0,0,0,121,0.008264
vid_0102,06/01/2026,3,21.8,0,0,0,0,127,0.015748
vid_0102,07/01/2026,2,1.29,0,0,0,0,104,0.009615
vid_0102,08/01/2026,6,83.73,0,0,0,0,124,0.040323
vid_0102,09/01/2026,4,48.56,0,0,0,0,142,0.014085
vid_0102,10/01/2026,5,73.96,0,0,0,0,121,0.008264
vid_0102,11/01/2026,8,86.61,0,0,0,0,122,0.04918
vid_0102,13/01/2026,2,0.54,0,0,0,0,96,0.010417
vid_0102,14/01/2026,2,21.66,0,0,0,0,162,0
vid_0102,15/01/2026,4,22.91,0,0,0,0,236,0.008475
vid_0102,16/01/2026,13,124.62,0,0,0,0,200,0.03
vid_0102,17/01/2026,7,43.45,0,0,0,0,126,0.047619
vid_0102,18/01/2026,7,56.9,0,0,0,0,118,0.033898
vid_0102,19/01/2026,1,21.17,0,0,0,0,111,0
vid_0102,20/01/2026,2,9.75,0,0,0,0,85,0.011765
vid_0102,21/01/2026,5,47.57,0,0,0,0,112,0.017857
vid_0102,22/01/2026,2,0.48,0,0,0,0,78,0.012821
vid_0102,23/01/2026,2,0.92,0,0,0,0,63,0.015873
vid_0102,24/01/2026,3,58.39,0,0,0,0,76,0.013158
vid_0102,25/01/2026,3,22.2,0,0,1,0,125,0.008
vid_0102,27/01/2026,2,6.92,0,0,0,0,83,0
vid_0102,28/01/2026,1,0.31,0,0,0,0,79,0
vid_0102,29/01/2026,5,45.22,0,0,0,0,69,0.028986
vid_0102,30/01/2026,3,21.55,0,0,0,0,88,0
vid_0102,31/01/2026,1,0.43,0,0,0,0,64,0.015625
vid_0102,01/02/2026,4,21.83,0,0,0,0,92,0.021739
vid_0102,03/02/2026,3,20.33,0,0,0,0,42,0.071429
vid_0102,04/02/2026,2,21.09,0,0,0,0,67,0.014925
vid_0102,06/02/2026,1,20.95,0,0,0,0,60,0.016667
vid_0102,08/02/2026,3,21.96,0,0,0,0,60,0.033333
vid_0102,09/02/2026,1,0.02,0,0,0,0,57,0
vid_0102,10/02/2026,1,0.4,0,0,0,0,49,0
vid_0102,12/02/2026,1,2.69,0,0,0,0,42,0
vid_0102,13/02/2026,2,22.57,0,0,0,0,51,0.039216
vid_0102,14/02/2026,2,1.24,0,0,0,0,50,0.04
vid_0102,16/02/2026,4,26.02,0,0,0,0,76,0.013158
vid_0102,17/02/2026,1,0.15,0,0,0,0,61,0
vid_0102,18/02/2026,1,21.13,0,0,0,0,44,0
vid_0102,20/02/2026,1,1.22,0,0,0,0,49,0
vid_0102,22/02/2026,2,0.81,0,0,0,0,51,0.019608
vid_0102,23/02/2026,1,21.13,0,0,0,0,44,0
vid_0102,24/02/2026,2,40.55,0,0,0,0,53,0.018868
vid_0102,25/02/2026,2,41.77,0,0,0,0,44,0
vid_0102,26/02/2026,1,0,0,0,0,0,37,0
vid_0102,28/02/2026,2,0.52,0,0,0,0,58,0.017241
vid_0102,01/03/2026,3,2.93,0,0,0,0,39,0
vid_0102,02/03/2026,1,1.22,0,0,0,0,62,0
vid_0102,03/03/2026,0,0,0,0,0,0,34,0
vid_0102,04/03/2026,1,21.13,0,0,0,0,66,0
vid_0102,06/03/2026,1,18.3,0,0,0,0,59,0.016949
vid_0102,08/03/2026,1,0.56,0,0,0,0,57,0
vid_0102,09/03/2026,1,0.1,0,0,0,0,46,0
vid_0102,10/03/2026,1,0.15,0,0,0,0,56,0
vid_0102,11/03/2026,2,0.37,0,0,0,0,47,0
vid_0102,13/03/2026,1,0.46,0,0,0,0,65,0
vid_0102,14/03/2026,1,21.13,0,0,0,0,36,0
vid_0102,15/03/2026,2,21.19,0,0,0,0,41,0.02439
vid_0102,16/03/2026,2,0.49,0,0,0,0,32,0
vid_0102,17/03/2026,1,13.9,0,0,0,0,23,0
vid_0102,18/03/2026,1,0.22,0,0,0,0,37,0
vid_0102,21/03/2026,2,0.64,0,0,0,0,28,0
vid_0102,22/03/2026,1,0.04,0,0,0,0,26,0.038462
vid_0102,23/03/2026,1,0.12,0,0,0,0,37,0.027027
vid_0102,24/03/2026,1,21.13,0,0,0,0,32,0.03125
vid_0102,25/03/2026,1,0.17,0,0,0,0,40,0
vid_0102,26/03/2026,2,8.08,0,0,0,0,37,0.054054
vid_0102,28/03/2026,2,20.88,0,0,0,0,54,0.018519
vid_0102,29/03/2026,1,5.3,0,0,0,0,48,0
vid_0102,30/03/2026,2,4.05,0,0,0,0,41,0.04878
vid_0102,31/03/2026,1,21.3,0,0,0,0,33,0.030303
vid_0103,16/02/2026,1,0.01,0,0,0,0,0,0
vid_0103,19/02/2026,8,79.08,0,0,0,0,160,0.03125
vid_0103,20/02/2026,6,53.71,-1,0,0,0,64,0.078125
vid_0103,21/02/2026,1,2.48,0,0,0,0,37,0
vid_0103,22/02/2026,2,1.55,0,0,0,0,48,0.041667
vid_0103,23/02/2026,3,17.14,0,0,0,0,38,0.052632
vid_0103,24/02/2026,2,1.32,0,0,0,0,37,0.027027
vid_0103,25/02/2026,2,3.12,0,0,0,0,29,0.068966
vid_0103,26/02/2026,2,3.77,0,0,0,0,29,0.034483
vid_0103,27/02/2026,3,3.42,0,0,0,0,25,0.12
vid_0103,01/03/2026,6,68.94,0,0,0,0,25,0.16
vid_0103,02/03/2026,6,65.05,0,0,0,0,35,0.142857
vid_0103,03/03/2026,1,40.52,0,0,0,0,20,0
vid_0103,04/03/2026,1,40.52,0,0,0,0,14,0.071429
vid_0103,05/03/2026,2,7.69,0,0,0,0,26,0.076923
vid_0103,06/03/2026,3,2.84,0,0,0,0,32,0.0625
vid_0103,07/03/2026,5,36.99,0,0,0,0,30,0.133333
vid_0103,08/03/2026,8,71.35,0,0,0,0,69,0.057971
vid_0103,09/03/2026,6,124.79,0,0,0,0,62,0.064516
vid_0103,10/03/2026,11,179.77,0,0,0,0,66,0.106061
vid_0103,11/03/2026,6,85.98,0,0,0,0,42,0.119048
vid_0103,12/03/2026,2,5.75,0,0,0,0,56,0.035714
vid_0103,13/03/2026,13,301.24,0,0,0,0,140,0.078571
vid_0103,14/03/2026,21,198.36,0,1,2,0,277,0.050542
vid_0103,15/03/2026,13,113.92,0,0,-1,0,139,0.057554
vid_0103,16/03/2026,5,50.73,0,0,0,0,107,0.018692
vid_0103,17/03/2026,4,66.22,0,0,0,0,66,0.030303
vid_0103,18/03/2026,2,18.36,0,0,0,0,57,0
vid_0103,19/03/2026,1,0.42,0,0,0,0,75,0.013333
vid_0103,20/03/2026,6,123.87,0,0,0,0,86,0.05814
vid_0103,21/03/2026,5,83.61,0,0,0,0,88,0.022727
vid_0103,22/03/2026,6,81.18,0,0,0,1,71,0.028169
vid_0103,23/03/2026,4,41.81,0,0,0,0,42,0.047619
vid_0103,25/03/2026,2,49.3,0,0,0,0,42,0.02381
vid_0103,26/03/2026,2,37.4,0,0,0,0,11,0.090909
vid_0103,27/03/2026,2,4.55,0,0,0,0,31,0.032258
vid_0103,28/03/2026,3,1.06,0,0,0,0,27,0.037037
vid_0103,29/03/2026,5,13.88,0,0,0,0,39,0.128205
vid_0103,30/03/2026,1,20.7,0,0,0,0,25,0.04
vid_0103,31/03/2026,4,4.32,0,0,0,0,24,0.166667
vid_0104,28/01/2026,51,1281.25,0,0,0,0,1533,0.018917
vid_0104,29/01/2026,22,562.98,0,0,1,0,317,0.025237
vid_0104,30/01/2026,10,208.65,0,0,0,0,166,0.036145
vid_0104,31/01/2026,13,300.61,0,0,0,0,153,0.052288
vid_0104,01/02/2026,7,267.41,0,0,1,0,130,0.046154
vid_0104,02/02/2026,7,173.28,0,0,0,0,141,0.014184
vid_0104,03/02/2026,7,64.95,0,0,0,0,106,0.04717
vid_0104,04/02/2026,5,17.98,0,0,0,0,127,0.023622
vid_0104,05/02/2026,2,1.6,0,0,0,0,85,0.011765
vid_0104,06/02/2026,5,83.17,0,0,0,0,71,0.056338
vid_0104,07/02/2026,8,185.1,0,0,1,0,87,0.08046
vid_0104,08/02/2026,2,13.15,0,0,0,0,86,0.011628
vid_0104,09/02/2026,3,70.17,0,0,0,0,79,0.025316
vid_0104,10/02/2026,3,1.52,0,0,0,0,67,0
vid_0104,11/02/2026,2,12.86,0,0,0,0,74,0.027027
vid_0104,12/02/2026,2,6.3,0,0,0,0,43,0.023256
vid_0104,13/02/2026,4,144.35,0,0,0,0,34,0.088235
vid_0104,14/02/2026,2,30.54,0,0,0,0,33,0.060606
vid_0104,15/02/2026,4,52.53,0,0,0,0,36,0.083333
vid_0104,16/02/2026,1,0.05,0,0,0,0,37,0.027027
vid_0104,17/02/2026,1,10.39,0,0,0,0,49,0
vid_0104,19/02/2026,4,120.04,0,0,0,0,36,0
vid_0104,20/02/2026,6,138.73,0,1,0,0,40,0.1
vid_0104,21/02/2026,3,45.91,0,0,0,0,36,0.055556
vid_0104,22/02/2026,4,106.51,0,0,0,0,33,0.060606
vid_0104,24/02/2026,1,22.29,0,0,0,0,25,0.04
vid_0104,25/02/2026,6,44.83,0,0,0,0,35,0.142857
vid_0104,26/02/2026,3,4.89,0,0,0,0,28,0.071429
vid_0104,27/02/2026,5,108.3,0,0,0,0,27,0.074074
vid_0104,01/03/2026,1,7.85,0,0,0,0,20,0
vid_0104,02/03/2026,2,0.43,0,0,0,0,26,0
vid_0104,03/03/2026,1,0.31,0,0,0,0,18,0.055556
vid_0104,04/03/2026,3,19.3,0,0,0,0,40,0.025
vid_0104,05/03/2026,1,0.45,0,0,0,0,27,0
vid_0104,06/03/2026,2,0.33,0,0,0,0,30,0.033333
vid_0104,09/03/2026,4,72.61,0,0,0,0,23,0.130435
vid_0104,10/03/2026,3,95.28,0,0,0,0,23,0.086957
vid_0104,11/03/2026,3,3.62,0,0,0,0,28,0.107143
vid_0104,12/03/2026,1,0.67,0,0,0,0,22,0
vid_0104,14/03/2026,2,1.05,0,0,0,0,25,0.04
vid_0104,16/03/2026,2,5.89,0,0,0,0,36,0.027778
vid_0104,17/03/2026,3,3.65,0,0,0,0,36,0.027778
vid_0104,19/03/2026,2,95.22,0,0,0,0,34,0.029412
vid_0104,20/03/2026,1,52.12,0,0,0,0,15,0
vid_0104,22/03/2026,1,1.06,0,0,0,1,31,0.032258
vid_0104,24/03/2026,1,1.56,0,0,0,0,29,0.034483
vid_0104,25/03/2026,2,4.37,0,0,0,0,26,0.076923
vid_0104,26/03/2026,5,2.95,0,0,0,0,39,0.128205
vid_0104,27/03/2026,4,91.81,0,0,0,0,32,0.0625
vid_0104,28/03/2026,3,20.76,0,0,0,0,38,0.078947
vid_0104,29/03/2026,1,0.68,0,0,0,0,27,0
vid_0104,30/03/2026,6,179.05,0,0,0,0,31,0.193548
vid_0105,01/01/2026,1,97.29,0,0,0,0,20,0.05
vid_0105,03/01/2026,2,2.36,0,0,0,0,25,0.04
vid_0105,05/01/2026,4,194.12,0,0,0,0,11,0.181818
vid_0105,06/01/2026,1,0.02,0,0,0,0,13,0
vid_0105,07/01/2026,2,77.48,0,0,0,0,16,0.0625
vid_0105,12/01/2026,1,0.1,0,0,0,0,4,0.25
vid_0105,14/01/2026,1,37.55,0,0,0,0,28,0.035714
vid_0105,15/01/2026,2,79.34,0,0,0,0,20,0.05
vid_0105,16/01/2026,1,0.04,0,0,0,0,13,0.076923
vid_0105,20/01/2026,3,1.64,0,0,0,0,7,0.285714
vid_0105,21/01/2026,2,245.69,0,0,1,0,7,0
vid_0105,22/01/2026,3,110.3,0,0,0,0,9,0
vid_0105,24/01/2026,2,112.96,0,0,0,0,10,0.1
vid_0105,28/01/2026,1,112.99,0,0,0,0,9,0.111111
vid_0105,29/01/2026,1,0.24,0,0,0,0,8,0
vid_0105,02/02/2026,0,0,0,0,0,0,3,0
vid_0105,03/02/2026,0,0,0,0,0,0,13,0
vid_0105,04/02/2026,1,0.08,0,0,0,0,11,0.090909
vid_0105,05/02/2026,0,0,0,0,0,0,15,0
vid_0105,06/02/2026,1,0.5,0,0,0,0,9,0.111111
vid_0105,07/02/2026,0,0,0,0,0,0,14,0
vid_0105,08/02/2026,1,0.67,0,0,0,0,11,0
vid_0105,09/02/2026,0,0,0,0,0,0,17,0
vid_0105,10/02/2026,0,0,0,0,0,0,1,0
vid_0105,11/02/2026,0,0,0,0,0,0,11,0
vid_0105,12/02/2026,1,7.75,0,0,0,0,6,0.166667
vid_0105,13/02/2026,0,0,0,0,0,0,6,0
vid_0105,14/02/2026,0,0,0,0,0,0,6,0
vid_0105,15/02/2026,0,0,0,0,0,0,3,0
vid_0105,17/02/2026,0,0,0,0,0,0,8,0
vid_0105,18/02/2026,0,0,0,0,0,0,7,0
vid_0105,20/02/2026,0,0,0,0,0,0,7,0
vid_0105,21/02/2026,0,0,0,0,0,0,3,0
vid_0105,23/02/2026,0,0,0,0,0,0,4,0
vid_0105,24/02/2026,0,0,0,0,0,0,6,0
vid_0105,25/02/2026,0,0,0,0,0,0,3,0
vid_0105,26/02/2026,0,0,0,0,0,0,10,0
vid_0105,27/02/2026,0,0,0,0,0,0,12,0
vid_0105,28/02/2026,0,0,0,0,0,0,8,0
vid_0105,01/03/2026,0,0,0,0,0,0,5,0
vid_0105,02/03/2026,0,0,0,0,0,0,4,0
vid_0105,03/03/2026,1,0.52,0,0,0,0,3,0
vid_0105,04/03/2026,0,0,0,0,0,0,5,0
vid_0105,05/03/2026,0,0,0,0,0,0,5,0
vid_0105,06/03/2026,0,0,0,0,0,0,6,0
vid_0105,07/03/2026,0,0,0,0,0,0,4,0
vid_0105,08/03/2026,0,0,0,0,0,0,4,0
vid_0105,09/03/2026,2,4.04,0,0,0,0,16,0.125
vid_0105,10/03/2026,0,0,0,0,0,0,6,0
vid_0105,11/03/2026,0,0,0,0,0,0,6,0
vid_0105,12/03/2026,0,0,0,0,0,0,4,0
vid_0105,13/03/2026,0,0,0,0,0,0,3,0
vid_0105,14/03/2026,0,0,0,0,0,0,5,0
vid_0105,15/03/2026,0,0,0,0,0,0,6,0
vid_0105,16/03/2026,0,0,0,0,0,0,10,0
vid_0105,17/03/2026,0,0,0,0,0,0,10,0
vid_0105,18/03/2026,1,103.31,0,0,0,0,11,0.090909
vid_0105,19/03/2026,1,0.63,0,0,0,0,14,0
vid_0105,20/03/2026,0,0,0,0,0,0,10,0
vid_0105,21/03/2026,0,0,0,0,0,0,6,0
vid_0105,23/03/2026,0,0,0,0,0,0,7,0
vid_0105,24/03/2026,0,0,0,0,0,0,18,0
vid_0105,25/03/2026,1,0.02,0,0,0,0,17,0.058824
vid_0105,31/03/2026,2,101.41,0,0,0,0,12,0
vid_0106,01/01/2026,"2,090",61647.15,4,0,37,2,21308,0.043411
vid_0106,02/01/2026,"1,956",54426.79,9,1,32,2,19095,0.048966
vid_0106,03/01/2026,"1,746",47568.82,7,2,42,2,18723,0.045185
vid_0106,04/01/2026,"1,380",40542.49,5,0,28,3,14783,0.04884
vid_0106,05/01/2026,"1,526",42929.58,5,0,27,2,16088,0.044505
vid_0106,06/01/2026,"2,049",57594.66,4,2,32,1,18544,0.041954
vid_0106,07/01/2026,"2,281",64038.49,5,1,27,1,21086,0.041592
vid_0106,08/01/2026,"1,763",49913.25,0,1,21,3,17055,0.039285
vid_0106,09/01/2026,"1,586",44722.07,3,9,23,4,15378,0.041163
vid_0106,10/01/2026,"1,515",43636.02,1,0,26,2,13238,0.044493
vid_0106,11/01/2026,"1,545",46689.93,5,2,19,3,14575,0.040274
vid_0106,12/01/2026,"1,370",40216.08,3,2,21,2,12242,0.042477
vid_0106,13/01/2026,"1,343",39794.87,6,1,17,6,10998,0.038371
vid_0106,14/01/2026,985,28338.37,3,1,9,1,9531,0.039345
vid_0106,15/01/2026,"1,044",29685.07,1,6,22,3,10731,0.046967
vid_0106,16/01/2026,"1,131",30278.64,4,2,18,2,11316,0.03959
vid_0106,17/01/2026,"1,091",30431.44,3,0,15,1,10587,0.047511
vid_0106,18/01/2026,998,27934.95,4,1,16,0,10415,0.0482
vid_0106,19/01/2026,"1,116",31994.03,5,0,21,2,11502,0.044166
vid_0106,20/01/2026,"1,107",31560.24,3,2,23,0,11311,0.04615
vid_0106,21/01/2026,"1,092",32463.93,4,0,18,2,11603,0.042661
vid_0106,22/01/2026,"1,185",33446.43,1,0,12,1,12156,0.04434
vid_0106,23/01/2026,"1,152",35027.66,5,7,29,1,11517,0.043761
vid_0106,24/01/2026,"1,108",33218.59,5,0,13,0,11749,0.041365
vid_0106,25/01/2026,"1,072",33205.63,0,0,17,0,10911,0.044267
vid_0106,26/01/2026,"1,024",28831.52,0,2,15,0,10128,0.047986
vid_0106,27/01/2026,970,30510.11,1,1,11,0,9257,0.046019
vid_0106,28/01/2026,894,27761.54,0,2,6,0,7863,0.048709
vid_0106,29/01/2026,722,21577.93,1,0,10,0,6998,0.049443
vid_0106,30/01/2026,631,18067.4,0,0,6,0,6676,0.043289
vid_0106,31/01/2026,595,16881.31,0,0,8,2,6142,0.046402
vid_0106,01/02/2026,717,20661.75,2,0,14,1,7285,0.052025
vid_0106,02/02/2026,637,18009.06,0,0,8,1,6579,0.044688
vid_0106,03/02/2026,563,16614.26,0,1,10,0,6596,0.045785
vid_0106,04/02/2026,607,17249.38,1,2,9,0,5931,0.045355
vid_0106,05/02/2026,537,14839,1,0,8,0,5566,0.052641
vid_0106,06/02/2026,518,14526.27,2,2,10,0,5609,0.043858
vid_0106,07/02/2026,606,17477.05,1,0,12,1,5973,0.048217
vid_0106,08/02/2026,722,20573.88,1,1,14,1,7076,0.047343
vid_0106,09/02/2026,608,17402.79,1,1,15,0,6622,0.048022
vid_0106,10/02/2026,601,17774.36,4,0,12,0,6877,0.04217
vid_0106,11/02/2026,625,17213.38,0,0,17,2,6393,0.053496
vid_0106,12/02/2026,471,12922.85,2,2,7,0,5146,0.054217
vid_0106,13/02/2026,445,12851.68,0,0,10,0,4836,0.051696
vid_0106,14/02/2026,458,13236.1,0,0,9,1,5246,0.04613
vid_0106,15/02/2026,523,15154.5,3,0,10,0,5698,0.047736
vid_0106,16/02/2026,529,16673.67,0,0,12,0,5729,0.047827
vid_0106,17/02/2026,434,13389.65,1,0,4,0,4616,0.044194
vid_0106,18/02/2026,487,14061.09,1,0,14,2,4986,0.049739
vid_0106,19/02/2026,544,16534.03,0,1,10,1,5333,0.057379
vid_0106,20/02/2026,564,14875.63,0,0,9,0,5106,0.053271
vid_0106,21/02/2026,546,17155.28,2,2,10,1,5363,0.043446
vid_0106,22/02/2026,522,15605.94,1,1,5,0,5520,0.040942
vid_0106,23/02/2026,530,16156.71,1,1,16,1,5503,0.04016
vid_0106,24/02/2026,418,12917.63,1,0,6,0,5229,0.03538
vid_0106,25/02/2026,468,13681.12,1,0,11,0,4815,0.045275
vid_0106,26/02/2026,438,14010.33,0,0,9,1,4635,0.048759
vid_0106,27/02/2026,386,11147.77,0,0,4,0,4491,0.040971
vid_0106,28/02/2026,373,10845.24,2,1,5,0,4002,0.043228
vid_0106,01/03/2026,456,13405.57,0,0,12,0,4696,0.047487
vid_0106,02/03/2026,337,10101.96,1,0,8,0,3851,0.036354
vid_0106,03/03/2026,345,9999.21,2,0,4,1,3726,0.04643
vid_0106,04/03/2026,345,9320.46,0,0,5,0,3675,0.051156
vid_0106,05/03/2026,369,10562.85,1,0,8,0,3890,0.045501
vid_0106,06/03/2026,452,13947.83,2,0,8,1,4532,0.042145
vid_0106,07/03/2026,395,11608.64,1,0,4,0,4379,0.048641
vid_0106,08/03/2026,412,11287.26,3,0,8,0,4358,0.045204
vid_0106,09/03/2026,385,11218.13,0,0,8,0,3557,0.048355
vid_0106,10/03/2026,396,10989.6,1,0,5,1,3823,0.052838
vid_0106,11/03/2026,471,13774.13,0,1,11,3,4392,0.050546
vid_0106,12/03/2026,457,12637.33,1,1,12,0,4535,0.052701
vid_0106,13/03/2026,417,11632.71,0,0,5,0,4043,0.045016
vid_0106,14/03/2026,503,13410.99,2,0,3,0,4724,0.050593
vid_0106,15/03/2026,432,12293.29,3,1,7,0,4584,0.050175
vid_0106,16/03/2026,431,11665.07,1,0,9,1,4348,0.044618
vid_0106,17/03/2026,444,12898.91,1,0,7,0,4121,0.044649
vid_0106,18/03/2026,514,15896.74,0,1,4,0,4171,0.056581
vid_0106,19/03/2026,500,14676.93,2,0,6,1,4217,0.052644
vid_0106,20/03/2026,435,12921.34,1,0,6,1,4119,0.048555
vid_0106,21/03/2026,437,13024.96,1,0,9,0,4627,0.046034
vid_0106,22/03/2026,602,16660.88,0,0,5,0,5545,0.050135
vid_0106,23/03/2026,556,16331.65,0,1,8,0,5677,0.047384
vid_0106,24/03/2026,520,14758.62,0,1,5,0,5217,0.050029
vid_0106,25/03/2026,460,13246.63,2,0,9,1,4732,0.039096
vid_0106,26/03/2026,519,14751.15,2,0,14,0,4797,0.052324
vid_0106,27/03/2026,454,12728.28,0,0,6,1,4575,0.04918
vid_0106,28/03/2026,419,11960.99,0,0,9,0,4439,0.047083
vid_0106,29/03/2026,500,15147.15,0,0,4,1,4661,0.050633
vid_0106,30/03/2026,389,10949.54,1,1,6,1,4076,0.045633
vid_0106,31/03/2026,423,11753.06,1,0,8,1,4092,0.050342
vid_0107,01/01/2026,4,93,0,0,0,0,22,0.136364
vid_0107,02/01/2026,1,72.78,0,0,0,0,17,0
vid_0107,03/01/2026,1,68.04,0,0,0,0,40,0
vid_0107,04/01/2026,3,244.17,0,0,0,0,31,0
vid_0107,05/01/2026,2,0.17,0,0,0,0,14,0
vid_0107,07/01/2026,0,0,0,0,0,0,8,0
vid_0107,08/01/2026,1,22.71,0,0,0,0,8,0
vid_0107,09/01/2026,1,0.36,0,0,0,0,12,0
vid_0107,12/01/2026,1,0.29,0,0,0,0,3,0
vid_0107,13/01/2026,1,11.66,0,0,0,0,10,0.1
vid_0107,17/01/2026,1,49.22,0,0,0,0,11,0.090909
vid_0107,18/01/2026,1,1.66,0,0,0,0,11,0.090909
vid_0107,19/01/2026,1,0.9,0,0,0,0,4,0
vid_0107,21/01/2026,1,0.64,0,0,0,0,14,0
vid_0107,22/01/2026,1,0.66,0,0,0,0,10,0
vid_0107,23/01/2026,1,94.42,0,0,0,0,12,0
vid_0107,27/01/2026,1,0.14,0,0,0,0,10,0.1
vid_0107,03/02/2026,1,0.65,0,0,0,0,14,0.071429
vid_0107,07/02/2026,1,0.03,0,0,0,0,12,0.083333
vid_0107,19/02/2026,0,0,0,0,0,0,8,0
vid_0107,21/02/2026,1,0.26,0,0,0,0,2,0
vid_0107,09/03/2026,0,0,0,0,0,0,5,0
vid_0107,10/03/2026,0,0,0,0,0,0,4,0
vid_0107,14/03/2026,1,10.75,0,0,0,0,5,0.2
vid_0107,16/03/2026,1,94.42,0,0,0,0,13,0.076923
vid_0107,19/03/2026,0,0,0,0,0,0,15,0
vid_0107,23/03/2026,1,37.86,0,0,0,0,9,0.111111
vid_0107,29/03/2026,1,0.42,0,0,0,0,11,0
vid_0108,12/02/2026,"1,989",32620.99,-1,2,52,7,40398,0.032328
vid_0108,13/02/2026,"1,843",35163.4,1,1,37,1,31864,0.037472
vid_0108,14/02/2026,645,11867.07,1,0,7,0,12209,0.031534
vid_0108,15/02/2026,577,10246.02,0,0,10,0,10070,0.034657
vid_0108,16/02/2026,386,7464.36,0,0,7,0,6922,0.037417
vid_0108,17/02/2026,268,5375.05,0,1,-2,0,4857,0.038501
vid_0108,18/02/2026,199,3607.14,0,0,1,0,3824,0.033734
vid_0108,19/02/2026,354,5916.92,0,0,4,1,5758,0.040292
vid_0108,20/02/2026,190,3153.79,0,0,-1,0,3224,0.040633
vid_0108,21/02/2026,116,2073.51,0,0,1,0,1644,0.043187
vid_0108,22/02/2026,59,986.02,0,0,1,0,1185,0.027848
vid_0108,23/02/2026,34,688.3,0,0,1,0,590,0.032203
vid_0108,24/02/2026,38,656.55,0,0,0,0,547,0.042048
vid_0108,25/02/2026,23,289.76,0,0,0,0,350,0.028571
vid_0108,26/02/2026,24,588.84,1,0,0,0,368,0.027174
vid_0108,27/02/2026,27,582.94,0,0,2,2,375,0.037333
vid_0108,28/02/2026,18,391.49,0,0,0,0,324,0.030864
vid_0108,01/03/2026,24,349.9,0,0,0,0,300,0.046667
vid_0108,02/03/2026,14,409.24,0,0,0,0,196,0.035714
vid_0108,03/03/2026,9,69.17,0,0,0,0,215,0.032558
vid_0108,04/03/2026,11,294.22,0,0,1,0,188,0.026596
vid_0108,05/03/2026,25,356.65,0,0,0,0,202,0.069307
vid_0108,06/03/2026,17,259.65,0,0,0,0,226,0.022124
vid_0108,07/03/2026,12,151.89,0,0,0,0,226,0.044248
vid_0108,08/03/2026,11,228.11,0,0,1,0,209,0.033493
vid_0108,09/03/2026,18,259.22,1,0,0,0,304,0.032895
vid_0108,10/03/2026,12,175.82,0,0,-1,0,326,0.018405
vid_0108,11/03/2026,22,475.87,0,0,0,0,330,0.027273
vid_0108,12/03/2026,15,192.83,0,0,1,0,194,0.041237
vid_0108,13/03/2026,13,203.32,0,0,0,0,215,0.04186
vid_0108,14/03/2026,11,173.76,0,0,0,0,180,0.044444
vid_0108,15/03/2026,5,117.97,0,0,0,0,203,0.009852
vid_0108,16/03/2026,4,132.38,0,0,0,0,120,0.016667
vid_0108,17/03/2026,5,89.92,0,0,1,0,131,0.007634
vid_0108,18/03/2026,3,44.9,0,0,0,0,134,0.022388
vid_0108,19/03/2026,4,3.72,0,0,0,0,101,0.009901
vid_0108,20/03/2026,2,1.2,0,0,0,0,108,0.009259
vid_0108,21/03/2026,8,95.46,0,0,0,0,128,0.039063
vid_0108,22/03/2026,5,12.06,0,0,0,0,116,0.017241
vid_0108,23/03/2026,10,170.67,0,0,0,0,117,0.042735
vid_0108,24/03/2026,8,125.52,0,0,0,0,140,0.014286
vid_0108,25/03/2026,4,169.93,0,0,0,0,145,0.02069
vid_0108,26/03/2026,5,60.14,0,0,0,0,162,0.024691
vid_0108,27/03/2026,3,75.23,0,0,0,0,132,0.015152
vid_0108,28/03/2026,4,47.52,0,0,0,0,119,0.008403
vid_0108,29/03/2026,7,14.43,0,0,1,0,127,0.023622
vid_0108,30/03/2026,19,230.63,0,0,0,0,180,0.083333
vid_0108,31/03/2026,12,254.28,0,0,0,0,180,0.055556
vid_0109,10/02/2026,1,0.04,0,0,0,0,0,0
vid_0109,12/02/2026,5,8.51,0,0,0,0,161,0.018634
vid_0109,13/02/2026,3,1.32,0,0,0,0,146,0.006849
vid_0109,14/02/2026,10,51.92,0,0,0,0,289,0.034602
vid_0109,15/02/2026,7,67.14,0,0,0,0,434,0.011521
vid_0109,16/02/2026,3,1.72,0,0,0,0,30,0.033333
